[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.053s parse=0.051s build=0.149s
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=190.933ms frontier= 28.147ms semisort= 58.764ms (keyed= 9.786ms group_by=  1.604ms per_group= 6.402ms)
[pe] round= 46 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 47 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 48 work=        2 frontier=        4 next=        2 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 49 work=        2 frontier=       20 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 50 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 51 work=        2 (tail-skip: all parents empty)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  7.327ms semisort= 21.874ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  7.946ms semisort=  3.549ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  7.194ms semisort=  4.809ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  6.835ms semisort=  2.227ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.453ms semisort=  0.781ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.233ms semisort=  0.414ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  6.194ms semisort=  0.269ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  6.055ms semisort=  0.196ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  5.865ms semisort=  0.122ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  5.844ms semisort=  0.108ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  5.788ms semisort=  0.092ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  5.808ms semisort=  0.073ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  5.859ms semisort=  0.057ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  5.762ms semisort=  0.064ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  5.773ms semisort=  0.053ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  5.699ms semisort=  0.044ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  5.763ms semisort=  0.048ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  5.722ms semisort=  0.065ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  5.707ms semisort=  0.081ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  5.648ms semisort=  0.053ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  5.691ms semisort=  0.035ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  5.640ms semisort=  0.032ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  5.603ms semisort=  0.028ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  5.654ms semisort=  0.030ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  5.688ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  5.681ms semisort=  0.028ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  5.539ms semisort=  0.028ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  5.408ms semisort=  0.025ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  5.528ms semisort=  0.024ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  5.374ms semisort=  0.024ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.563ms semisort=  0.020ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.629ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.709ms semisort=  0.021ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  5.593ms semisort=  0.019ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.539ms semisort=  0.018ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.413ms semisort=  0.017ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  5.616ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  5.630ms semisort=  0.011ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  5.601ms semisort=  0.010ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.676ms semisort=  0.009ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.468ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.384ms semisort=  0.010ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.346ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.580ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.547ms semisort=  0.008ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.519ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.594ms semisort=  0.008ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.507ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  5.562ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.552ms semisort=  0.009ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  5.475ms semisort=  0.007ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.418ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  6.096ms semisort= 22.369ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  7.495ms semisort=  3.713ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  6.946ms semisort=  4.837ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  6.543ms semisort=  2.181ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.331ms semisort=  0.781ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.120ms semisort=  0.416ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  5.975ms semisort=  0.263ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  6.055ms semisort=  0.199ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  6.075ms semisort=  0.122ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  5.956ms semisort=  0.142ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  5.922ms semisort=  0.096ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  5.817ms semisort=  0.074ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  5.672ms semisort=  0.057ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  5.761ms semisort=  0.068ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  5.668ms semisort=  0.052ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  5.857ms semisort=  0.048ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  5.774ms semisort=  0.044ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  5.787ms semisort=  0.066ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  5.662ms semisort=  0.079ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  5.764ms semisort=  0.058ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  5.727ms semisort=  0.034ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  5.627ms semisort=  0.030ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  5.578ms semisort=  0.033ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  5.678ms semisort=  0.030ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  5.784ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  5.451ms semisort=  0.030ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  5.792ms semisort=  0.029ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  5.773ms semisort=  0.025ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  5.613ms semisort=  0.032ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  5.709ms semisort=  0.024ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.773ms semisort=  0.021ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.682ms semisort=  0.020ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.559ms semisort=  0.019ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  5.549ms semisort=  0.022ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.760ms semisort=  0.019ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.665ms semisort=  0.017ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  5.536ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  5.558ms semisort=  0.011ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  5.596ms semisort=  0.010ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.571ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.544ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.589ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.726ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.629ms semisort=  0.008ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.685ms semisort=  0.007ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.503ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.405ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.707ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  5.488ms semisort=  0.006ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.573ms semisort=  0.009ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  5.645ms semisort=  0.007ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.468ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  6.190ms semisort= 21.996ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  7.696ms semisort=  3.636ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  7.100ms semisort=  4.841ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  6.736ms semisort=  2.185ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.382ms semisort=  0.844ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.148ms semisort=  0.418ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  5.920ms semisort=  0.289ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  5.912ms semisort=  0.197ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  5.903ms semisort=  0.122ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  5.950ms semisort=  0.147ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  5.795ms semisort=  0.093ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  5.672ms semisort=  0.071ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  5.906ms semisort=  0.059ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  5.765ms semisort=  0.065ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  5.833ms semisort=  0.051ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  5.809ms semisort=  0.045ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  5.774ms semisort=  0.041ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  5.944ms semisort=  0.070ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  6.083ms semisort=  0.082ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  6.093ms semisort=  0.053ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  6.051ms semisort=  0.030ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  6.067ms semisort=  0.030ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  6.086ms semisort=  0.026ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  6.130ms semisort=  0.027ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  5.944ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  5.953ms semisort=  0.028ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  5.976ms semisort=  0.025ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  6.176ms semisort=  0.026ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  5.848ms semisort=  0.025ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  6.215ms semisort=  0.023ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.866ms semisort=  0.019ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.779ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.960ms semisort=  0.019ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  6.081ms semisort=  0.021ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.946ms semisort=  0.021ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.811ms semisort=  0.016ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  6.076ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  6.047ms semisort=  0.012ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  6.109ms semisort=  0.011ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.862ms semisort=  0.009ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.975ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.922ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.993ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.922ms semisort=  0.008ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.939ms semisort=  0.007ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.919ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.984ms semisort=  0.009ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.946ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  6.011ms semisort=  0.008ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.807ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  6.116ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.769ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  6.187ms semisort= 22.159ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  7.718ms semisort=  3.702ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  7.048ms semisort=  4.890ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  6.699ms semisort=  2.199ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.326ms semisort=  0.748ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.245ms semisort=  0.421ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  6.189ms semisort=  0.262ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  6.178ms semisort=  0.181ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  5.958ms semisort=  0.133ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  5.831ms semisort=  0.116ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  6.018ms semisort=  0.089ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  5.829ms semisort=  0.071ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  5.785ms semisort=  0.063ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  5.745ms semisort=  0.068ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  5.669ms semisort=  0.051ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  5.800ms semisort=  0.044ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  5.899ms semisort=  0.042ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  5.908ms semisort=  0.072ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  5.881ms semisort=  0.085ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  5.815ms semisort=  0.053ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  5.746ms semisort=  0.036ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  5.818ms semisort=  0.032ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  5.814ms semisort=  0.029ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  5.586ms semisort=  0.029ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  5.671ms semisort=  0.027ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  5.716ms semisort=  0.029ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  5.692ms semisort=  0.027ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  5.761ms semisort=  0.026ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  5.609ms semisort=  0.024ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  5.726ms semisort=  0.023ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.642ms semisort=  0.019ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.713ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.710ms semisort=  0.020ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  5.751ms semisort=  0.021ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.617ms semisort=  0.020ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.807ms semisort=  0.018ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  5.777ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  5.609ms semisort=  0.011ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  5.809ms semisort=  0.010ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.712ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.556ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.666ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.756ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.602ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.518ms semisort=  0.006ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.764ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.670ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.668ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  5.589ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.803ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  5.815ms semisort=  0.007ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.562ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  5.967ms semisort= 22.291ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  8.160ms semisort=  3.875ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  7.457ms semisort=  4.704ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  7.163ms semisort=  2.273ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.693ms semisort=  0.785ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.559ms semisort=  0.433ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  6.535ms semisort=  0.290ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  6.629ms semisort=  0.193ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  6.329ms semisort=  0.125ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  6.397ms semisort=  0.111ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  6.170ms semisort=  0.100ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  6.273ms semisort=  0.074ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  6.399ms semisort=  0.059ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  6.492ms semisort=  0.065ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  6.261ms semisort=  0.052ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  6.115ms semisort=  0.055ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  6.144ms semisort=  0.037ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  6.121ms semisort=  0.068ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  6.016ms semisort=  0.084ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  6.146ms semisort=  0.058ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  6.122ms semisort=  0.031ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  6.070ms semisort=  0.030ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  5.978ms semisort=  0.027ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  6.049ms semisort=  0.031ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  6.183ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  6.047ms semisort=  0.029ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  6.270ms semisort=  0.029ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  5.977ms semisort=  0.024ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  6.004ms semisort=  0.043ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  5.995ms semisort=  0.023ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  5.722ms semisort=  0.020ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  5.731ms semisort=  0.021ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  5.963ms semisort=  0.018ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  5.665ms semisort=  0.021ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  5.773ms semisort=  0.021ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  5.733ms semisort=  0.018ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  5.719ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  5.722ms semisort=  0.011ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  5.726ms semisort=  0.016ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  5.678ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  5.855ms semisort=  0.008ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  5.726ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  5.651ms semisort=  0.007ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  5.730ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  5.591ms semisort=  0.006ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  5.572ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  5.689ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  5.635ms semisort=  0.007ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  5.694ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  5.678ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  5.592ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  5.662ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  6.200ms semisort= 23.023ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  7.950ms semisort=  3.823ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  7.191ms semisort=  4.989ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  6.801ms semisort=  2.259ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  6.432ms semisort=  0.787ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  6.510ms semisort=  0.418ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  6.306ms semisort=  0.297ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  6.268ms semisort=  0.197ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  6.192ms semisort=  0.140ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  5.941ms semisort=  0.117ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  6.084ms semisort=  0.098ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  5.898ms semisort=  0.071ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  5.937ms semisort=  0.065ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  5.915ms semisort=  0.070ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  5.855ms semisort=  0.052ms
