[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.053s parse=0.042s build=0.135s
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate=104.590ms frontier= 17.070ms semisort= 32.877ms (keyed= 6.876ms group_by=  0.884ms per_group= 3.314ms)
[pe] round= 46 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 47 work=        2 frontier=        8 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 48 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 49 work=        2 frontier=       20 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 50 work=        2 frontier=        4 next=        2 consolidate=  0.003ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 51 work=        2 (tail-skip: all parents empty)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.720ms semisort= 11.499ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  4.105ms semisort=  2.041ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.662ms semisort=  4.077ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.376ms semisort=  1.959ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.268ms semisort=  0.692ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.123ms semisort=  0.397ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  3.209ms semisort=  0.233ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  2.975ms semisort=  0.150ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.895ms semisort=  0.124ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  2.899ms semisort=  0.115ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.840ms semisort=  0.086ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.818ms semisort=  0.070ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.805ms semisort=  0.050ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.779ms semisort=  0.061ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.785ms semisort=  0.038ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.855ms semisort=  0.033ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.803ms semisort=  0.034ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.818ms semisort=  0.054ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.799ms semisort=  0.078ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.843ms semisort=  0.050ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.822ms semisort=  0.029ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.774ms semisort=  0.032ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.786ms semisort=  0.030ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.798ms semisort=  0.027ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.798ms semisort=  0.027ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.772ms semisort=  0.030ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.776ms semisort=  0.028ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.768ms semisort=  0.027ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.788ms semisort=  0.024ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.802ms semisort=  0.024ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.759ms semisort=  0.020ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.789ms semisort=  0.024ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.746ms semisort=  0.018ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.827ms semisort=  0.025ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.743ms semisort=  0.023ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.759ms semisort=  0.014ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.746ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.791ms semisort=  0.013ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.730ms semisort=  0.011ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.741ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.785ms semisort=  0.008ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.680ms semisort=  0.008ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.702ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.690ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.648ms semisort=  0.007ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.777ms semisort=  0.010ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.772ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.740ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.724ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.845ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.847ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.727ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.009ms semisort= 13.204ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  3.866ms semisort=  2.349ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.405ms semisort=  4.063ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.230ms semisort=  1.950ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.134ms semisort=  0.684ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.061ms semisort=  0.383ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  3.007ms semisort=  0.253ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  2.915ms semisort=  0.149ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.901ms semisort=  0.122ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  2.858ms semisort=  0.111ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.922ms semisort=  0.090ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.879ms semisort=  0.065ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.835ms semisort=  0.055ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.817ms semisort=  0.054ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.831ms semisort=  0.036ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.869ms semisort=  0.036ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.834ms semisort=  0.035ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.844ms semisort=  0.065ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.797ms semisort=  0.080ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.785ms semisort=  0.047ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.827ms semisort=  0.029ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.829ms semisort=  0.029ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.791ms semisort=  0.028ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.787ms semisort=  0.028ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.889ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.841ms semisort=  0.028ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.767ms semisort=  0.028ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.784ms semisort=  0.026ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.808ms semisort=  0.025ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.755ms semisort=  0.022ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.752ms semisort=  0.022ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.786ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.776ms semisort=  0.018ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.942ms semisort=  0.025ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.771ms semisort=  0.024ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.798ms semisort=  0.015ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.778ms semisort=  0.010ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.963ms semisort=  0.013ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.769ms semisort=  0.010ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.878ms semisort=  0.009ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.759ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.770ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.755ms semisort=  0.007ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.718ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.681ms semisort=  0.007ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.770ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.704ms semisort=  0.008ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.694ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.722ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.738ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.791ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.711ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.082ms semisort= 12.979ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  3.901ms semisort=  2.233ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.531ms semisort=  4.393ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.411ms semisort=  2.275ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.135ms semisort=  0.712ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.105ms semisort=  0.372ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  2.998ms semisort=  0.235ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  2.940ms semisort=  0.155ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.917ms semisort=  0.124ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  2.870ms semisort=  0.122ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.909ms semisort=  0.085ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.908ms semisort=  0.074ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.809ms semisort=  0.058ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.870ms semisort=  0.063ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.920ms semisort=  0.042ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.870ms semisort=  0.035ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.805ms semisort=  0.035ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.897ms semisort=  0.065ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.773ms semisort=  0.078ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.773ms semisort=  0.049ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.793ms semisort=  0.035ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.812ms semisort=  0.031ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.792ms semisort=  0.029ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.802ms semisort=  0.029ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.912ms semisort=  0.029ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.820ms semisort=  0.028ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.811ms semisort=  0.030ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.800ms semisort=  0.032ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.789ms semisort=  0.027ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.790ms semisort=  0.023ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.750ms semisort=  0.020ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.777ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.768ms semisort=  0.019ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.776ms semisort=  0.025ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.792ms semisort=  0.023ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.774ms semisort=  0.015ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.799ms semisort=  0.010ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.785ms semisort=  0.012ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.762ms semisort=  0.010ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.798ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.918ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.737ms semisort=  0.010ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.747ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.677ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.686ms semisort=  0.006ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.712ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.758ms semisort=  0.007ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.696ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.735ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.690ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.736ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.677ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.055ms semisort= 11.795ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  3.844ms semisort=  2.084ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.535ms semisort=  4.185ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.247ms semisort=  1.980ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.097ms semisort=  0.708ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.140ms semisort=  0.390ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  3.214ms semisort=  0.239ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  2.999ms semisort=  0.153ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.961ms semisort=  0.121ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  3.175ms semisort=  0.111ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.946ms semisort=  0.087ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.838ms semisort=  0.067ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.863ms semisort=  0.059ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.846ms semisort=  0.062ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.813ms semisort=  0.044ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.857ms semisort=  0.042ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.847ms semisort=  0.038ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.862ms semisort=  0.064ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.819ms semisort=  0.084ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.800ms semisort=  0.049ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.800ms semisort=  0.030ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.911ms semisort=  0.032ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.841ms semisort=  0.028ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.827ms semisort=  0.029ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.795ms semisort=  0.030ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.800ms semisort=  0.033ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.852ms semisort=  0.028ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.890ms semisort=  0.027ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.840ms semisort=  0.025ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.834ms semisort=  0.024ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.779ms semisort=  0.019ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.783ms semisort=  0.019ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.750ms semisort=  0.021ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.772ms semisort=  0.026ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.800ms semisort=  0.017ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.799ms semisort=  0.016ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.761ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.790ms semisort=  0.013ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.815ms semisort=  0.012ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.806ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.741ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.782ms semisort=  0.010ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.798ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.738ms semisort=  0.006ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.743ms semisort=  0.007ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.701ms semisort=  0.015ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.795ms semisort=  0.008ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.779ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.750ms semisort=  0.008ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.762ms semisort=  0.009ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.765ms semisort=  0.006ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.713ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.148ms semisort= 12.264ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  3.893ms semisort=  2.077ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.547ms semisort=  4.261ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.308ms semisort=  2.062ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.218ms semisort=  0.689ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.110ms semisort=  0.412ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  3.099ms semisort=  0.241ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  3.032ms semisort=  0.153ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.967ms semisort=  0.125ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  2.928ms semisort=  0.118ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.919ms semisort=  0.085ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.913ms semisort=  0.068ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.988ms semisort=  0.059ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.929ms semisort=  0.059ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.874ms semisort=  0.037ms
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.894ms semisort=  0.036ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.901ms semisort=  0.033ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.873ms semisort=  0.065ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.855ms semisort=  0.079ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.859ms semisort=  0.047ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.841ms semisort=  0.033ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.871ms semisort=  0.027ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.859ms semisort=  0.034ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.809ms semisort=  0.027ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.860ms semisort=  0.028ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.810ms semisort=  0.030ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.833ms semisort=  0.029ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.812ms semisort=  0.026ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.830ms semisort=  0.025ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.830ms semisort=  0.030ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.935ms semisort=  0.020ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.824ms semisort=  0.020ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.817ms semisort=  0.018ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.839ms semisort=  0.025ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.778ms semisort=  0.023ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.833ms semisort=  0.017ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.789ms semisort=  0.016ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.860ms semisort=  0.013ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.825ms semisort=  0.015ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.842ms semisort=  0.009ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.824ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.792ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.773ms semisort=  0.012ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.845ms semisort=  0.007ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.844ms semisort=  0.006ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.779ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.756ms semisort=  0.009ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.764ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.738ms semisort=  0.006ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.739ms semisort=  0.009ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.807ms semisort=  0.007ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.734ms (clean break)
[pe-async] round=  0 R=2 dirty=  5063084 runs=  3311279 filter=  3.054ms semisort= 12.210ms
[pe-async] round=  1 R=3 dirty=   551494 runs=   413678 filter=  3.863ms semisort=  2.160ms
[pe-async] round=  2 R=4 dirty=   118530 runs=    90571 filter=  3.526ms semisort=  4.071ms
[pe-async] round=  3 R=5 dirty=    63130 runs=    43838 filter=  3.279ms semisort=  1.943ms
[pe-async] round=  4 R=6 dirty=    21921 runs=    13199 filter=  3.158ms semisort=  0.717ms
[pe-async] round=  5 R=7 dirty=    11018 runs=     6046 filter=  3.107ms semisort=  0.380ms
[pe-async] round=  6 R=8 dirty=     6096 runs=     3487 filter=  3.019ms semisort=  0.251ms
[pe-async] round=  7 R=9 dirty=     3453 runs=     1863 filter=  2.935ms semisort=  0.154ms
[pe-async] round=  8 R=10 dirty=     2383 runs=     1485 filter=  2.913ms semisort=  0.125ms
[pe-async] round=  9 R=11 dirty=     1846 runs=     1095 filter=  2.908ms semisort=  0.117ms
[pe-async] round= 10 R=12 dirty=      844 runs=      563 filter=  2.955ms semisort=  0.088ms
[pe-async] round= 11 R=13 dirty=      539 runs=      301 filter=  2.894ms semisort=  0.066ms
[pe-async] round= 12 R=14 dirty=      455 runs=      286 filter=  2.880ms semisort=  0.057ms
[pe-async] round= 13 R=15 dirty=      522 runs=      306 filter=  2.856ms semisort=  0.061ms
[pe-async] round= 14 R=16 dirty=      349 runs=      212 filter=  2.838ms semisort=  0.034ms
